,price,beds,bedrooms,bathrooms,zipcode,neighbourhood,property_type,room_type,accommodates,guests_included,minimum_nights,instant_bookable
0,122.0,3,2.0,2.0,90230.0,Culver City,Condominium,Entire home/apt,6,3,30,0
1,168.0,3,3.0,1.0,91505.0,Burbank,House,Entire home/apt,6,6,2,1
2,79.0,1,1.0,1.5,90046.0,Hollywood,Apartment,Private room,1,1,30,1
3,140.0,1,1.0,1.0,90405.0,Santa Monica,Apartment,Private room,1,1,1,0
4,80.0,1,1.0,1.0,90706.0,Bellflower,Apartment,Entire home/apt,2,1,2,0
5,75.0,1,1.0,1.0,90066.0,Del Rey,Tiny house,Private room,2,1,30,1
6,105.0,2,1.0,1.0,90066.0,Del Rey,Guesthouse,Private room,3,2,30,1
7,303.0,2,2.0,1.0,90066.0,Del Rey,House,Entire home/apt,5,2,1,1
8,85.0,1,1.0,1.0,91367.0,Woodland Hills/Warner Center,Villa,Private room,2,2,3,1
9,99.0,1,1.0,1.5,90046.0,Hollywood,Apartment,Private room,1,1,30,1
10,48.0,1,1.0,1.0,90706.0,Bellflower,House,Private room,2,1,1,1
11,70.0,2,1.0,1.0,90039.0,Atwater Village,Guesthouse,Entire home/apt,4,2,31,1
12,129.0,1,1.0,1.0,90211.0,Beverly Hills,Apartment,Private room,2,2,30,0
13,121.0,1,0.0,1.0,90291.0,Venice,Guesthouse,Entire home/apt,2,1,3,0
14,90.0,1,1.0,1.5,90802.0,Long Beach,Loft,Private room,2,1,2,1
15,85.0,1,1.0,1.0,90291.0,Venice,Apartment,Private room,1,1,30,0
16,70.0,1,1.0,1.0,90277.0,Redondo Beach,House,Private room,1,1,30,0
17,74.0,2,1.0,2.0,90019.0,Mid-Wilshire,Apartment,Private room,2,1,30,0
18,80.0,1,1.0,1.0,90247.0,Gardena,Hotel,Private room,2,2,1,1
19,90.0,2,0.0,1.0,90291.0,Venice,Bungalow,Entire home/apt,2,1,30,0
20,145.0,3,2.0,1.0,90036.0,Mid-Wilshire,Apartment,Entire home/apt,5,4,2,0
21,175.0,2,1.0,1.0,90277.0,Redondo Beach,Guesthouse,Entire home/apt,4,2,30,0
22,275.0,1,1.0,1.0,90068.0,Hollywood,Apartment,Entire home/apt,2,2,4,0
23,175.0,1,1.0,1.0,90277.0,Redondo Beach,Bungalow,Entire home/apt,4,2,30,0
24,95.0,1,1.0,1.0,90039.0,Elysian Valley,Guest suite,Entire home/apt,2,1,5,0
25,90.0,1,1.0,1.0,90501.0,Torrance,Townhouse,Private room,2,1,2,0
26,89.0,1,1.0,1.0,90019.0,Mid-Wilshire,Bungalow,Entire home/apt,2,2,3,0
27,395.0,5,2.0,1.0,91607.0,Valley Village,Island,Private room,6,2,2,0
28,140.0,1,0.0,1.0,90291.0,Venice,Guest suite,Entire home/apt,2,2,2,1
29,125.0,2,2.0,1.0,90042.0,Highland Park,House,Entire home/apt,2,1,3,0
30,175.0,0,0.0,1.0,90291.0,Venice,Guesthouse,Entire home/apt,6,2,31,0
31,300.0,4,3.0,2.0,90291.0,Venice,House,Entire home/apt,6,6,2,1
32,200.0,2,2.0,1.0,90291.0,Venice,House,Entire home/apt,5,4,1,1
33,75.0,1,1.0,1.0,90026.0,Silver Lake,House,Private room,1,1,2,0
34,124.0,1,1.0,1.0,90291.0,Venice,Guesthouse,Entire home/apt,2,2,2,0
35,195.0,1,1.0,1.0,90068.0,Hollywood,Guesthouse,Entire home/apt,2,2,5,0
36,60.0,2,1.0,1.0,91208.0,Glendale,House,Private room,2,1,7,0
37,145.0,1,1.0,1.0,90068.0,Hollywood Hills,Guesthouse,Entire home/apt,2,2,4,0
38,97.0,1,0.0,1.0,90039.0,Silver Lake,Guest suite,Entire home/apt,2,2,3,1
39,80.0,1,1.0,1.0,90042.0,Highland Park,Guest suite,Entire home/apt,2,1,1,1
40,249.0,1,1.0,1.0,90291.0,Venice,House,Entire home/apt,2,2,3,0
41,165.0,1,1.0,1.0,90068.0,Hollywood,Guest suite,Entire home/apt,2,2,4,0
42,130.0,1,1.0,1.0,90291.0,Venice,Bungalow,Entire home/apt,2,1,30,0
43,125.0,1,1.0,1.0,90277.0,Redondo Beach,Bungalow,Entire home/apt,2,1,3,0
44,250.0,2,2.0,1.0,90065.0,Mount Washington,House,Entire home/apt,5,2,3,0
45,130.0,2,1.0,1.0,90232.0,Culver City,Bed and breakfast,Private room,3,1,1,0
46,90.0,1,1.0,1.0,90025.0,Westside,Apartment,Entire home/apt,1,1,3,0
47,130.0,1,0.0,1.0,90004.0,Mid-Wilshire,Guest suite,Entire home/apt,2,2,2,0
48,69.0,0,1.0,1.0,91367.0,Woodland Hills/Warner Center,House,Private room,2,1,3,0
49,94.0,1,1.0,1.0,90025.0,Westside,Apartment,Private room,1,1,3,0
50,450.0,3,3.0,1.5,90291.0,Venice,House,Entire home/apt,6,1,2,0
51,132.0,1,1.0,1.0,90016.0,Mid-Wilshire,Bungalow,Entire home/apt,2,1,7,0
52,115.0,2,1.0,1.0,90232.0,Culver City,Bed and breakfast,Private room,2,1,1,0
53,87.0,1,1.0,1.0,90405.0,Santa Monica,Apartment,Private room,2,2,30,0
54,90.0,2,1.0,1.5,90027.0,Los Feliz,Apartment,Private room,3,2,30,0
55,75.0,1,1.0,1.0,90036.0,Mid-Wilshire,House,Private room,3,2,30,0
56,79.0,1,1.0,1.5,90012.0,Echo Park,House,Private room,2,2,1,1
57,180.0,2,2.0,1.0,90066.0,Culver City,House,Entire home/apt,4,2,2,0
58,65.0,1,1.0,2.0,90066.0,Mar Vista,House,Private room,2,1,1,0
59,185.0,1,1.0,1.0,90265.0,Malibu,Guesthouse,Entire home/apt,2,2,2,0
60,900.0,3,3.0,3.5,90401.0,Santa Monica,Townhouse,Entire home/apt,6,1,31,0
61,99.0,3,2.0,1.0,90505.0,Torrance,House,Entire home/apt,4,3,5,1
62,100.0,2,1.0,1.0,90018.0,West Adams,Guest suite,Entire home/apt,3,3,1,1
63,75.0,1,1.0,1.0,90036.0,Mid-Wilshire,House,Private room,2,1,31,0
64,43.0,2,1.0,1.5,90034.0,South Robertson,Apartment,Private room,2,1,30,0
65,46.0,2,1.0,1.5,90034.0,South Robertson,Apartment,Private room,2,1,30,0
66,399.0,5,4.0,2.5,91604.0,Studio City,House,Entire home/apt,7,7,30,0
67,79.0,1,1.0,,90012.0,Echo Park,House,Private room,2,2,1,1
68,45.0,1,1.0,11.0,90012.0,Arts District,Hostel,Private room,1,1,2,0
69,52.0,1,1.0,1.0,90039.0,Silver Lake,House,Private room,2,1,1,1
70,120.0,2,1.0,1.0,90038.0,Hollywood,Apartment,Entire home/apt,2,1,32,0
71,58.0,1,1.0,1.0,90262.0,Lynwood,Hotel,Private room,2,2,1,0
72,59.0,0,1.0,1.0,90065.0,Glassell Park,House,Private room,3,1,30,0
73,145.0,1,1.0,1.0,90026.0,Silver Lake,Bungalow,Entire home/apt,4,2,30,0
74,58.0,1,1.0,1.0,90262.0,Lynwood,Hotel,Private room,2,1,1,0
75,150.0,1,1.0,1.0,90029.0,Silver Lake,Guesthouse,Entire home/apt,2,2,2,0
76,300.0,3,3.0,2.0,90232.0,Culver City,House,Entire home/apt,6,6,3,0
77,119.0,1,1.0,1.0,90068.0,Hollywood Hills,House,Entire home/apt,2,2,2,0
78,300.0,1,1.0,1.0,90265.0,Malibu,House,Private room,4,2,1,1
79,100.0,1,1.0,1.0,90066.0,Culver City,House,Private room,2,1,2,0
80,49.0,1,1.0,1.0,91344.0,Granada Hills North,House,Private room,2,2,3,0
81,56.0,0,0.0,1.0,91206.0,Glendale,Apartment,Entire home/apt,1,1,7,0
82,130.0,1,1.0,1.0,90046.0,Hollywood,Guesthouse,Entire home/apt,2,1,2,0
83,72.0,1,1.0,1.0,90039.0,Atwater Village,Bungalow,Entire home/apt,2,1,30,0
84,109.0,1,0.0,1.0,90066.0,Mar Vista,Guesthouse,Entire home/apt,2,1,2,0
85,130.0,2,1.0,1.0,90068.0,Hollywood Hills,Apartment,Entire home/apt,6,4,31,0
86,185.0,1,0.0,1.0,90401.0,Santa Monica,Boutique hotel,Private room,2,1,1,1
87,99.0,1,1.0,1.0,90026.0,Silver Lake,House,Private room,1,1,1,0
88,160.0,1,1.0,1.0,90212.0,Beverly Hills,Apartment,Entire home/apt,4,2,3,0
89,130.0,0,0.0,1.0,90401.0,Santa Monica,Hotel,Private room,2,1,2,1
90,195.0,2,1.0,1.0,90401.0,Santa Monica,Boutique hotel,Hotel room,4,1,2,1
91,135.0,1,1.0,1.0,90211.0,Mid-Wilshire,Apartment,Entire home/apt,2,2,31,0
92,125.0,2,1.0,1.0,90291.0,Venice,Guest suite,Entire home/apt,3,2,2,1
93,90.0,1,1.0,1.0,90026.0,Echo Park,House,Private room,2,1,2,0
94,80.0,1,1.0,1.0,90006.0,Mid-Wilshire,Apartment,Entire home/apt,2,2,30,0
95,100.0,2,2.0,1.0,90006.0,Mid-Wilshire,Bungalow,Entire home/apt,3,2,14,0
96,90.0,1,1.0,1.0,90046.0,Laurel Canyon,House,Private room,2,1,3,0
97,600.0,2,2.0,2.0,90291.0,Venice,Condominium,Entire home/apt,6,4,30,0
98,78.0,1,0.0,1.0,90065.0,Glassell Park,House,Entire home/apt,2,1,30,0
99,125.0,1,1.0,1.0,90068.0,Hollywood,House,Private room,2,2,1,0
100,250.0,2,2.0,2.0,90068.0,Hollywood,House,Entire home/apt,4,1,30,0
101,395.0,1,1.0,1.0,90027.0,Los Feliz,Guesthouse,Entire home/apt,2,2,3,1
102,135.0,1,1.0,1.0,90232.0,Culver City,Guesthouse,Entire home/apt,3,1,1,0
103,155.0,0,1.0,1.0,90036.0,Mid-Wilshire,Bed and breakfast,Hotel room,3,2,1,1
104,95.0,1,1.0,1.0,90403.0,Brentwood,Apartment,Entire home/apt,2,1,31,0
105,350.0,3,3.0,3.0,90069.0,West Hollywood,Bungalow,Entire home/apt,6,6,31,0
106,155.0,1,1.0,1.0,90036.0,Mid-Wilshire,Bed and breakfast,Hotel room,3,3,1,1
107,155.0,1,1.0,1.0,90036.0,Mid-Wilshire,Bed and breakfast,Hotel room,3,3,1,1
108,120.0,1,1.0,1.0,90036.0,Mid-Wilshire,Bed and breakfast,Hotel room,2,2,1,1
109,97.0,2,1.0,1.0,90016.0,Mid-Wilshire,House,Private room,4,1,1,0
110,69.0,1,1.0,1.0,90012.0,Cypress Park,House,Entire home/apt,2,2,3,0
111,70.0,2,1.0,1.0,90035.0,South Robertson,House,Private room,2,1,30,0
112,70.0,2,1.0,1.0,90035.0,South Robertson,House,Private room,2,1,30,0
113,50.0,1,1.0,1.0,90064.0,Westside,Apartment,Private room,1,1,30,1
114,56.0,1,1.0,2.0,90006.0,West Adams,House,Private room,2,2,4,0
115,109.0,2,0.0,1.0,91316.0,Encino,Guesthouse,Entire home/apt,2,2,2,0
116,57.0,1,1.0,1.0,90715.0,Cerritos,Townhouse,Private room,2,2,1,0
117,75.0,1,1.0,1.0,90036.0,Mid-Wilshire,House,Private room,2,1,31,0
118,85.0,3,0.0,1.0,90056.0,South LA,Guesthouse,Entire home/apt,4,1,1,0
119,125.0,1,1.0,1.0,90026.0,Silver Lake,House,Entire home/apt,3,2,30,0
120,110.0,1,1.0,,90068.0,Hollywood Hills,House,Entire home/apt,2,1,3,0
121,119.0,3,1.0,1.0,90036.0,Mid-Wilshire,Apartment,Entire home/apt,4,2,3,0
122,100.0,1,1.0,1.0,90068.0,Hollywood Hills,Townhouse,Entire home/apt,4,2,31,0
123,80.0,0,1.0,1.0,90403.0,Brentwood,Apartment,Entire home/apt,1,1,31,0
124,349.0,3,2.0,1.0,90068.0,Cahuenga Pass,House,Entire home/apt,6,3,3,0
125,58.0,1,1.0,1.0,90262.0,Lynwood,Hotel,Private room,2,1,1,0
126,42.0,1,1.0,1.5,91343.0,North Hills East,Townhouse,Private room,1,1,30,0
127,299.0,5,4.0,3.0,91367.0,Woodland Hills/Warner Center,Villa,Entire home/apt,10,4,30,1
128,110.0,1,1.0,1.0,90019.0,Mid-Wilshire,House,Private room,2,1,30,0
129,86.0,2,2.0,1.0,91042.0,Sunland/Tujunga,Condominium,Entire home/apt,3,1,31,1
130,199.0,3,3.0,2.0,90212.0,Beverly Hills,Apartment,Entire home/apt,1,1,7,0
131,125.0,1,1.0,1.0,90026.0,Silver Lake,House,Entire home/apt,2,1,30,0
132,89.0,1,1.0,1.0,90045.0,Westchester/Playa Del Rey,House,Entire home/apt,2,2,2,0
133,105.0,1,1.0,1.0,90016.0,Mid-Wilshire,House,Entire home/apt,2,1,180,0
134,315.0,3,3.0,2.0,90045.0,Westchester/Playa Del Rey,House,Entire home/apt,6,1,7,0
135,175.0,1,1.0,1.0,90401.0,Santa Monica,Boutique hotel,Hotel room,3,1,1,1
136,70.0,2,1.0,2.0,90026.0,Echo Park,Apartment,Entire home/apt,2,2,30,0
137,55.0,1,1.0,1.0,91364.0,Woodland Hills/Warner Center,House,Private room,1,1,2,0
138,75.0,2,1.0,1.0,90262.0,Lynwood,Hotel,Private room,4,1,1,0
139,550.0,3,3.0,2.0,90402.0,Santa Monica,House,Entire home/apt,6,1,330,0
140,51.0,1,1.0,1.5,90068.0,Hollywood,Apartment,Private room,2,1,30,0
141,130.0,2,1.0,1.0,90401.0,Santa Monica,Boutique hotel,Hotel room,4,1,1,1
142,170.0,1,1.0,1.5,90010.0,Westlake,Apartment,Private room,3,1,3,0
143,400.0,2,2.0,1.0,90291.0,Venice,House,Entire home/apt,4,3,30,0
144,100.0,1,,1.0,90026.0,Echo Park,Apartment,Entire home/apt,2,1,2,1
145,199.0,2,2.0,1.5,90065.0,Mount Washington,House,Entire home/apt,4,4,2,1
146,65.0,1,,1.0,90745.0,Carson,Guesthouse,Entire home/apt,2,1,5,1
147,77.0,1,1.0,1.0,90026.0,Echo Park,Guesthouse,Entire home/apt,4,1,30,0
148,90.0,3,2.0,1.0,90814.0,Long Beach,Guesthouse,Entire home/apt,7,1,1,0
149,49.0,2,1.0,1.5,91601.0,North Hollywood,House,Private room,2,1,30,0
150,80.0,1,1.0,1.0,90035.0,Mid-Wilshire,House,Private room,2,1,30,0
151,125.0,1,1.0,1.0,90046.0,West Hollywood,Condominium,Entire home/apt,2,1,6,0
152,89.0,1,1.0,1.0,90077.0,Bel Air/Beverly Crest,House,Entire home/apt,2,1,5,0
153,58.0,1,1.0,1.0,90262.0,Lynwood,Boutique hotel,Private room,2,1,1,0
154,208.0,2,2.0,1.0,91001.0,Altadena,House,Entire home/apt,5,6,3,0
155,139.0,2,2.0,2.0,90212.0,Beverly Hills,Apartment,Entire home/apt,2,1,2,0
156,70.0,2,0.0,1.0,90291.0,Venice,Bungalow,Private room,2,1,5,0
157,185.0,2,0.0,1.0,90026.0,Echo Park,Apartment,Entire home/apt,2,1,10,0
158,90.0,3,1.0,3.5,91302.0,,House,Private room,4,1,1,0
159,120.0,1,1.0,1.0,90402.0,Pacific Palisades,Serviced apartment,Entire home/apt,3,1,1,0
160,115.0,1,1.0,1.0,90026.0,Echo Park,Apartment,Entire home/apt,3,1,30,0
161,1050.0,5,5.0,4.0,90046.0,Laurel Canyon,Villa,Entire home/apt,10,6,1,0
162,87.0,1,1.0,1.0,90290.0,Topanga,Apartment,Entire home/apt,2,2,1,1
163,48.0,1,0.0,11.0,90012.0,Downtown,Hostel,Private room,1,1,2,0
164,345.0,3,2.0,2.0,90026.0,Echo Park,Apartment,Entire home/apt,7,2,10,0
165,89.0,1,1.0,1.0,90039.0,Atwater Village,House,Entire home/apt,3,2,14,0
166,120.0,1,1.0,1.0,90039.0,Hollywood,House,Private room,2,1,30,0
167,150.0,2,0.0,1.0,90401.0,Santa Monica,Boutique hotel,Hotel room,4,1,1,1
168,60.0,2,1.0,1.0,90815.0,Long Beach,Condominium,Private room,2,1,2,0
169,98.0,3,2.0,1.0,91606.0,Valley Glen,House,Entire home/apt,6,4,7,0
170,75.0,2,0.0,1.0,91606.0,Valley Glen,Guesthouse,Entire home/apt,4,1,2,1
171,65.0,1,1.0,1.0,90046.0,West Hollywood,Apartment,Entire home/apt,1,1,7,0
172,150.0,1,1.0,1.0,90266.0,Manhattan Beach,Apartment,Entire home/apt,2,2,90,0
173,275.0,2,2.0,1.0,90291.0,Venice,House,Entire home/apt,4,4,30,0
174,75.0,1,1.0,1.0,91604.0,Studio City,House,Private room,2,1,30,0
175,105.0,5,2.0,1.0,91403.0,Sherman Oaks,Apartment,Entire home/apt,4,4,31,0
176,100.0,1,1.0,1.0,90066.0,Mar Vista,Guesthouse,Entire home/apt,4,2,31,0
177,88.0,2,1.0,1.0,90290.0,Topanga,Guesthouse,Entire home/apt,2,1,3,0
178,111.0,2,1.0,1.0,90290.0,Topanga,Cottage,Entire home/apt,4,2,1,1
179,85.0,2,1.0,1.0,90275.0,Rancho Palos Verdes,House,Private room,2,1,30,0
180,99.0,5,2.0,1.0,91403.0,Sherman Oaks,Apartment,Entire home/apt,6,4,31,0
181,105.0,2,1.0,1.0,90290.0,Topanga,Cabin,Entire home/apt,4,2,1,1
182,45.0,1,1.0,11.0,90012.0,Downtown,Hostel,Private room,1,1,2,0
183,235.0,2,2.0,1.0,90036.0,Mid-Wilshire,Apartment,Entire home/apt,4,1,31,1
184,119.0,1,1.0,1.0,90068.0,Hollywood,House,Private room,2,2,1,0
185,79.0,1,1.0,1.0,90038.0,Hollywood,House,Private room,1,1,3,1
186,369.0,2,1.0,1.0,90265.0,Malibu,Villa,Private room,2,2,2,0
187,225.0,2,1.0,1.0,90026.0,Echo Park,Apartment,Entire home/apt,4,2,5,0
188,275.0,4,3.0,1.0,90803.0,Long Beach,House,Entire home/apt,6,1,4,0
189,175.0,2,1.0,1.0,90068.0,Hollywood,Apartment,Entire home/apt,4,2,30,0
190,130.0,1,1.0,1.0,90265.0,Malibu,Guesthouse,Entire home/apt,6,2,2,0
191,140.0,3,1.0,1.0,90039.0,Elysian Valley,Apartment,Entire home/apt,5,2,4,0
192,275.0,2,1.0,1.5,90291.0,Venice,Apartment,Entire home/apt,2,1,3,0
193,100.0,1,1.0,1.0,90036.0,Mid-Wilshire,House,Private room,2,1,2,0
194,150.0,1,1.0,1.0,90292.0,Marina Del Rey,Apartment,Entire home/apt,1,1,3,1
195,75.0,1,1.0,1.0,90045.0,Westchester/Playa Del Rey,House,Private room,1,1,30,0
196,75.0,1,1.0,1.0,90045.0,Westchester/Playa Del Rey,House,Private room,1,1,30,0
197,220.0,1,1.0,1.0,90265.0,Malibu,House,Private room,4,2,2,1
198,450.0,3,2.0,2.5,90068.0,Hollywood,House,Entire home/apt,5,1,1,1
199,60.0,1,1.0,1.5,90026.0,Echo Park,Townhouse,Private room,2,1,4,0
200,75.0,1,1.0,1.0,90808.0,Long Beach,Guest suite,Private room,2,1,7,0
201,120.0,1,1.0,1.0,90039.0,Atwater Village,Guesthouse,Entire home/apt,4,2,31,1
202,58.0,1,1.0,1.0,90034.0,Palms,Apartment,Entire home/apt,2,1,30,1
203,75.0,1,1.0,1.0,90066.0,Mar Vista,House,Private room,2,1,2,0
204,70.0,1,1.0,1.0,90018.0,South LA,House,Private room,2,1,4,1
205,115.0,1,1.0,1.0,90026.0,Echo Park,Apartment,Entire home/apt,2,1,30,0
206,115.0,2,1.0,1.0,90026.0,Silver Lake,Apartment,Entire home/apt,3,2,30,0
207,85.0,1,1.0,1.5,90046.0,West Hollywood,House,Entire home/apt,2,2,31,0
208,195.0,2,1.0,1.0,90401.0,Santa Monica,Serviced apartment,Hotel room,4,1,2,1
209,125.0,1,1.0,1.0,90404.0,Santa Monica,Condominium,Entire home/apt,2,1,30,0
210,25.0,1,1.0,1.0,90046.0,Hollywood Hills,Condominium,Entire home/apt,3,2,31,0
211,325.0,5,3.0,3.0,90035.0,South Robertson,Townhouse,Entire home/apt,8,6,31,0
212,74.0,1,1.0,1.0,90404.0,Santa Monica,Apartment,Private room,2,1,2,0
213,259.0,1,1.0,1.0,90015.0,Downtown,Apartment,Entire home/apt,2,2,3,0
214,75.0,1,1.0,1.0,90046.0,Cahuenga Pass,House,Private room,2,2,2,0
215,99.0,2,2.0,1.0,91352.0,Sun Valley,Guesthouse,Entire home/apt,4,4,1,1
216,220.0,3,2.0,1.0,90026.0,Silver Lake,Apartment,Entire home/apt,6,2,30,1
217,170.0,2,1.0,1.0,90026.0,Hollywood,Apartment,Entire home/apt,4,2,30,0
218,70.0,1,1.0,1.0,90712.0,Lakewood,House,Private room,2,1,2,0
219,115.0,1,1.0,1.0,90046.0,Hollywood,Apartment,Entire home/apt,2,2,30,0
220,75.0,1,1.0,1.0,91606.0,North Hollywood,Cabin,Entire home/apt,2,1,5,1
221,175.0,1,1.0,1.0,90292.0,Marina Del Rey,Bungalow,Entire home/apt,2,2,30,1
222,63.0,2,1.0,1.0,90036.0,Mid-Wilshire,Apartment,Entire home/apt,2,2,30,0
223,188.0,3,1.0,1.0,90402.0,Pacific Palisades,House,Entire home/apt,5,3,2,1
224,150.0,0,1.0,1.0,90291.0,Venice,Apartment,Private room,2,2,1,0
225,65.0,2,1.0,1.5,90020.0,Mid-Wilshire,Apartment,Private room,3,1,7,0
226,550.0,9,5.0,2.5,90291.0,Venice,House,Entire home/apt,10,6,3,0
227,50.0,1,1.0,2.0,90732.0,San Pedro,House,Private room,4,1,2,1
228,99.0,2,1.0,1.0,91001.0,Altadena,Guest suite,Entire home/apt,2,2,2,1
229,65.0,1,1.0,1.0,90292.0,Venice,Apartment,Private room,2,1,30,0
230,95.0,1,1.0,1.0,90046.0,Hollywood,Apartment,Entire home/apt,3,2,3,0
231,92.0,1,1.0,1.0,90025.0,Westside,House,Private room,2,1,3,0
232,135.0,0,2.0,1.0,90042.0,Highland Park,House,Entire home/apt,2,3,3,0
233,95.0,2,1.0,1.0,90025.0,Westside,Apartment,Entire home/apt,4,1,5,0
234,67.0,1,1.0,1.0,90027.0,Hollywood,Apartment,Entire home/apt,2,1,30,0
235,125.0,5,1.0,3.5,90803.0,Long Beach,House,Private room,8,2,5,0
236,95.0,1,1.0,1.0,90291.0,Venice,Villa,Private room,2,1,2,1
237,335.0,2,2.0,2.0,90069.0,West Hollywood,House,Entire home/apt,6,1,7,0
238,50.0,1,1.0,1.5,91405.0,Van Nuys,House,Private room,2,1,2,0
239,290.0,1,1.0,1.0,91205.0,Glendale,Condominium,Entire home/apt,2,1,1,0
240,249.0,0,1.0,1.0,90291.0,Venice,Bungalow,Entire home/apt,2,2,30,0
241,515.0,3,2.0,2.5,90291.0,Venice,House,Entire home/apt,5,4,30,0
242,300.0,3,3.0,2.0,90026.0,Silver Lake,House,Entire home/apt,8,3,4,1
243,110.0,3,1.0,1.0,90290.0,Topanga,Guesthouse,Entire home/apt,5,2,2,1
244,95.0,1,1.0,1.0,90046.0,Bel Air/Beverly Crest,Apartment,Entire home/apt,2,1,4,0
245,799.0,7,5.0,4.5,90272.0,Pacific Palisades,House,Entire home/apt,12,9,30,0
246,200.0,1,1.0,,91604.0,Studio City,Apartment,Private room,1,1,1,0
247,229.0,2,2.0,2.0,90805.0,Long Beach,House,Entire home/apt,6,2,3,0
248,130.0,1,1.0,1.0,90066.0,Del Rey,Guesthouse,Entire home/apt,2,1,31,0
249,65.0,1,1.0,1.0,91301.0,,House,Private room,2,1,3,0
250,129.0,2,2.0,2.5,91024.0,Arcadia,House,Entire home/apt,4,2,2,0
251,75.0,1,1.0,1.0,90027.0,Los Feliz,House,Private room,2,1,2,1
252,119.0,2,2.0,1.5,90057.0,Westlake,House,Entire home/apt,4,4,2,0
253,65.0,1,1.0,1.0,90026.0,Silver Lake,House,Private room,2,1,1,1
254,269.0,3,2.0,2.0,90805.0,Long Beach,House,Entire home/apt,7,4,5,1
255,70.0,1,1.0,1.0,90014.0,Downtown,Apartment,Private room,2,1,3,0
256,155.0,1,1.0,1.0,90291.0,Venice,Guest suite,Entire home/apt,2,1,2,0
257,113.0,2,1.0,1.0,91604.0,Studio City,Guesthouse,Entire home/apt,3,2,2,0
258,70.0,1,1.0,1.0,90018.0,West Adams,House,Private room,1,1,31,1
259,599.0,0,2.0,2.5,90210.0,Bel Air/Beverly Crest,House,Entire home/apt,4,1,3,0
260,55.0,1,1.0,1.0,90018.0,South LA,House,Private room,1,1,4,1
261,70.0,1,1.0,1.0,90018.0,South LA,House,Private room,2,1,4,1
262,139.0,2,1.0,1.0,90028.0,Hollywood,Apartment,Entire home/apt,4,2,5,1
263,152.0,6,2.0,1.0,90028.0,Hollywood,Apartment,Entire home/apt,6,4,5,1
264,65.0,0,1.0,1.0,90026.0,Silver Lake,House,Private room,2,1,1,1
265,85.0,1,0.0,1.0,90026.0,Silver Lake,House,Private room,2,1,1,1
266,67.0,1,0.0,1.0,90026.0,Echo Park,Apartment,Entire home/apt,2,1,31,0
267,125.0,1,1.0,1.0,90026.0,Silver Lake,Apartment,Entire home/apt,4,1,1,0
268,175.0,1,1.0,1.0,90046.0,West Hollywood,Townhouse,Entire home/apt,2,2,31,1
269,595.0,2,2.0,1.5,90068.0,Hollywood Hills,House,Entire home/apt,4,4,5,0
270,225.0,2,2.0,2.0,90048.0,West Hollywood,Apartment,Entire home/apt,6,4,1,1
271,75.0,2,1.0,1.0,90042.0,Highland Park,Apartment,Entire home/apt,2,1,2,0
272,68.0,1,0.0,1.0,90026.0,Echo Park,Apartment,Entire home/apt,2,1,31,0
273,500.0,4,3.0,1.5,91104.0,Pasadena,House,Entire home/apt,6,1,3,0
274,330.0,4,3.0,1.5,90291.0,Venice,House,Entire home/apt,8,4,30,0
275,60.0,1,1.0,1.0,91390.0,,Farm stay,Private room,2,1,1,0
276,100.0,1,1.0,1.0,90404.0,Santa Monica,Apartment,Private room,1,1,5,0
277,95.0,1,0.0,1.0,91202.0,Glendale,Guesthouse,Entire home/apt,2,2,2,1
278,65.0,1,1.0,2.0,90068.0,Hollywood Hills,Apartment,Private room,1,1,30,1
279,105.0,1,1.0,1.0,90404.0,Santa Monica,Apartment,Private room,1,2,2,0
280,200.0,1,1.0,1.0,90291.0,Venice,House,Entire home/apt,2,2,3,0
281,250.0,2,2.0,1.0,90291.0,Venice,Bungalow,Entire home/apt,4,2,2,0
282,160.0,3,2.0,1.0,90272.0,Pacific Palisades,House,Entire home/apt,3,1,31,0
283,250.0,2,2.0,1.0,90254.0,Hermosa Beach,House,Entire home/apt,4,4,1,0
284,199.0,1,1.0,1.0,90803.0,Long Beach,House,Entire home/apt,4,4,2,0
285,85.0,2,1.0,1.5,90277.0,Redondo Beach,Townhouse,Private room,2,1,30,0
286,115.0,2,1.0,1.0,90291.0,Venice,House,Entire home/apt,3,2,4,0
287,180.0,2,2.0,1.0,90807.0,Long Beach,House,Entire home/apt,4,2,2,0
288,195.0,2,2.0,2.0,90016.0,Baldwin Hills,House,Entire home/apt,6,4,30,0
289,105.0,1,1.0,1.0,90291.0,Venice,Apartment,Entire home/apt,2,1,30,0
290,118.0,1,1.0,1.0,90066.0,Mar Vista,Apartment,Private room,2,1,30,0
291,225.0,1,1.0,1.5,90291.0,Venice,House,Entire home/apt,3,2,1,0
292,155.0,1,1.0,1.0,90291.0,Venice,Apartment,Entire home/apt,2,2,3,0
293,110.0,2,2.0,2.0,90291.0,Venice,Apartment,Entire home/apt,3,1,120,0
294,115.0,1,1.0,1.0,90028.0,Hollywood,Loft,Entire home/apt,3,1,1,1
295,36.0,1,1.0,1.0,90220.0,West Rancho Dominguez,House,Shared room,6,1,360,0
296,50.0,2,1.0,2.0,90005.0,Mid-Wilshire,Apartment,Private room,3,2,30,0
297,75.0,1,1.0,1.0,90042.0,Eagle Rock,House,Private room,2,2,2,1
298,105.0,1,1.0,1.0,91506.0,Burbank,House,Private room,2,1,2,0
299,67.0,1,0.0,1.0,90026.0,Echo Park,Apartment,Entire home/apt,2,1,31,0
